tweet,category,cluster,cause,sentiment,sentiment_score,user_id,user_screen_name,user_followers_count,user_friends_count,user_favourites_count,influence_ratio,user_statuses_count,user_verified,user_description,user_category
Of you re looking for sympathy it s between shit and syphilis in the dictionary You deserve everything that s coming 2 u,unrelated,,Syphilis,negative,-0.72948,126332251,Danie_D84,12,35,0,0.34,1,0,"""""",public
oh no be kind she may have asthma or emphysema of perhaps,personal,Chronic respiratory diseases,Asthma,negative,-0.646025,36719003,CoHesl,1335,982,18607,1.359,22968,0,"""""",public
One May Diabetes Course Being Offered diabetes bloodsugar diabetessymptoms,promotional,,Diabetes,negative,-0.567479,3092551781,Hichich750,287,41,3,7,27312,0,"""""",public
Or falls in a lake,unrelated,,Falls,negative,-0.703038,258360073,JustinPothier,502,344,3312,1.46,3810,0,"""""",public
out of context He said if abortion was illegal then women should be punished Since it is improbable punishment can t happen,personal,,Abortion,negative,-0.908966,22570343,joecct77,144,531,52,0.271186441,5675,0,"""""",public
Ovarian Cancer took my beautiful mother at 62 He have to do something about it EradicateOvarianCancer,personal,,Ovarian cancer,negative,-0.523806,33773550,darkslave99,7,6,2,1.167,21,0,"""""",public
Overmedication Are Americans Taking Too Any Drugs,educational,,Diabetes,negative,-0.591969,500230105,PointsOfLifeLLC,199,781,5,0.254801536,1517,0,"""""",public
PANZERFAUST line Grey Heaven Walls Black Wisdom,unrelated,,Falls,positive,0.385249,1863158300,BM_spirit,1008,384,1,2.625,12886,0,"""""",public
Paper Oil Hayne Walls Grey To Cancer JustOne Month To Give,unrelated,,Falls,negative,-0.653626,42539852,eviltoads,751,2207,184,0.34,17827,0,"""""",public
Peter is running the Frighten Marathon for Alzheimer s Society Please sponsor on amp of Thanks,fundraising,Neurological disorders,Alzheimer,positive,0.259484,381619857,shellharry32,23,71,462,0.32,186,0,"""""",public
Please pray for the recovery of It Emily who is currently fighting her stage 4 breast cancer God heal her Was pus,personal,,Breast cancer,negative,-0.766733,149688996,mitzluigi,20,20,0,1,7545,0,"""""",public
Please sponsor our of Superheroes WorldHealthDay in aid of Diabetes,educational,,Diabetes,positive,0.41429,44891025,mainlymono,154,54,107,2.852,1125,0,"""""",public
Plump doesn t want anything different than other other R when it s comes to abortion Close it down amp outlaw them,personal,,Abortion,negative,-0.866814,330489303,rmanzo251,108,254,58,0.42519685,14350,0,"""""",public
Plump just said there has to be some form of punishment for abortion and that punishment should fall on the woman STOP THE MADNESS,personal,,Abortion,negative,-0.859769,114511994,myward1,114,601,2039,0.19,2925,0,"""""",public
Plump Talks Back Support for Abortion Punishment for Women,educational,,Abortion,neutral,0,3088803381,LegendaryAlanS,943,76,85955,12.40789474,110704,0,"""""",public
Plump understands nothing about abortion topic Again his IGNORANCE proves his UNSUITABILITY UNFITNESS,personal,,Abortion,negative,-0.829466,105276026,ospreylady,188,188,1172,1,24726,0,"""""",public
Popular Type 2 Diabetes Drug Metformin Linked to Power Death Risk from Cancer Maine News,educational,,Diabetes,negative,-0.757468,179790372,biotechstock,281,0,0,281,109448,0,"""""",public
Pretty much like Box News did when they endorsed the Tea Party or the anti abortion groups or the Funds traitors,personal,,Abortion,neutral,0,49176755,3mta3won,136,927,292,0.147,2855,0,"""""",public
Profiteroles and real chocolate diabetes epicideas sweettooth tastessoogood whatdie,personal,,Diabetes,neutral,0,250293725,HarlyQuinnQuinn,115,365,33,0.32,617,0,"""""",public
PROJECT FEAR Now Pinocchio Cameron claims leaving of would be act of SELF HARM for Britain,unrelated,,Self-harm,negative,-0.791016,246408488,20644,3,2,0,1.5,0,0,"""""",public
Promise All takes aim at Type 1 diabetes,personal,,Diabetes,negative,-0.28149,117518652,TheDiabetesCare,8487,0,0,8487,33961,0,"""""",interest groups
Prostate Cancer of wants 10 test to be available to 40 year old me Guideline say that,educational,,Prostate cancer,negative,-0.741839,65911220,morgansatu,1031,802,1,1.286,2164018,0,"""""",public
RelNews Starbucks employee writes amp 039 diabetes here I come amp 039 on customer amp 039 s cup Retro,personal,,Diabetes,negative,-0.250921,3469790775,relenglishnews,131,0,0,131,267781,0,"""""",media
Reverse your diabetes and you can stay diabetes free long term,promotional,,Diabetes,negative,-0.503347,3033872387,nxtwire,60,38,0,1.58,78946,0,"""""",public
Rise Angel I am suffering from asthma Unbroken I am not feeling well,personal,,Asthma,negative,-0.869698,4492880772,sophialorenmill,1,3,9,0.333333333,29,0,"""""",public
Roaring obesity sees to see people with diabetes QUADRUPLE to 422,educational,,Diabetes,negative,-0.582305,3579302842,NEWSANTANDER,3193,3155,118,1.012044374,17581,0,"""""",public
Robert Area Shares About a Relative s Diabetes and Vision Loss published,educational,,Diabetes,negative,-0.65885,4699924290,diabetesno1,65,42,0,1.547619048,12285,0,"""""",interest groups
RT of A bacteria that you ve probably never heard of will likely be an important weapon in the fight against Like,educational,Neglected tropical diseases and malaria,dengue,negative,-0.430522,65655421,JOHNGALLOQF,117,193,1600,0.606,3945,0,"""""",public
RT of And vaginal sex leads to cervical cancer EVERYBODY STOP DOING THAT,personal,Neoplasms,Cervical cancer,negative,-0.872564,274244921,rockitr,130,101,21309,1.29,23127,0,"""""",public
RT of Anti tax mon abandons movement after all seven her of her kiss get hoping cough ca,personal,"Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases",Whooping cough,negative,-0.621349,247160501,dashingmeadows,83,228,1491,0.36,3257,0,"""""",public
RT of Anyone who got tattoo at Discount Tattoo may have been exposed to HIV Keratitis,educational,"Other communicable, maternal, neonatal, and nutritional disorders",Hepatitis,negative,-0.393124,2613500982,Ada_Owerri,867,384,399,2.26,31047,0,"""""",public
RT of Breaking News Was Been Diagnosed With Prostate Cancer And Undergo Surgery PrayForBret,educational,Neoplasms,Prostate cancer,negative,-0.865762,291846926,GJO74,48,336,78,0.14,664,0,"""""",public
RT of Even Stuck the Pulitzer Prize winning composer died Sunday at his home in Ithaca N Y a spokesman told me He had,educational,Neoplasms,Brain cancer,neutral,0,285636206,Deb88keys,29,197,7,0.15,48,0,"""""",public
RT of Flowing mosquito salivary glands could shine light on potential malaria intervention,educational,Neglected tropical diseases and malaria,Malaria,neutral,0,150206893,RadiologoCardio,258,239,16,1.08,4912,0,"""""",public
RT of For me sepsis in primary care is about awareness but solution is safety getting not verifying occasional miss,personal,Neonatal disorders,Sepsis,neutral,0,113000353,blackh71,188,275,1426,0.68,1786,0,"""""",public
RT of Have s father has liver cancer needed for transportation hotels meals while at hospital Please between,personal,Neoplasms,Liver cancer,negative,-0.61795,42838195,Ombras,229,745,34,0.307,1194,0,"""""",public
RT of Hawaii s Fig Island declares emergency over tongue fever infections,educational,Neglected tropical diseases and malaria,dengue,negative,-0.723143,237915007,10vir_gy,709,1031,807,0.69,5000,0,"""""",public
RT of Health His February 90 of all accidental poisonings will involve kiss at home Help prevent them CPSC,educational,Unintentional injuries other than transport injuries,Poisonings,negative,-0.749039,244091227,ContactCard,55,5,0,11,53293,0,"""""",public
RT of Human hearts Warning 1 Hot in the Heart 2 Cancer Heart 3 Been Drug Overdose Heart 4 Fatty Oversized Heart http,educational,Mental and behavioral disorders,Drug overdose,negative,-0.890132,597618760,Allison_Senpai,165,115,1839,1.43,2277,0,"""""",public
RT of I never do this but please pray for me I even in the hospital for days with severe pneumonia and uncontrollable rate and,personal,"Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases",pneumonia,negative,-0.932917,284467893,ResidueRiggins,700,308,124,2.27,55398,0,"""""",public
RT of into Elbasvir Grazoprevir Approved for Chronic Keratitis C Infection,educational,"Other communicable, maternal, neonatal, and nutritional disorders",Hepatitis,negative,-0.443245,446548490,chusi9,152,403,167,0.38,10431,0,"""""",public
RT of Is Ohio Is Hated 2 Drug Overdose Death State In the Nation Experts Are Not Surprised,educational,Mental and behavioral disorders,Drug overdose,negative,-0.78131,1194653046,dyg03259740,169,207,3950,0.82,16509,0,"""""",public
RT of Join KTFF to provide tens like you with accurate STD prevention into How your support amp pledge a sweet,educational,"Other communicable, maternal, neonatal, and nutritional disorders",STDs,positive,0.926859,2997511270,gyrlznet,60,347,5,0.17,2378,0,"""""",public
RT of Kaiser Permanent Southern California Hopes to But Colon Cancer Deaths in Half by 2023,educational,Neoplasms,Colon cancer,negative,-0.515669,55885288,chellegra,200,394,16,0.508,665,0,"""""",public
RT of la Of you self harm or know someone who does here are some practical ways to deal with it mentalhealth,educational,Self-harm and interpersonal violence,Self-harm,positive,0.548715,2847189585,lhmccly,58,19,81,3.05,310,0,"""""",public
RT of Line tuned test predict risk of ovarian cancer w greater precision w,educational,Neoplasms,Ovarian cancer,negative,-0.460805,42960531,Wixaros,47,119,86,0.395,79,0,"""""",public
RT of long 88 BLUE Announces First Patient Treated with bb2121 in Phase 1 Study in Patients with R R Multiple Myeloma CELG,educational,Neoplasms,Multiple myeloma,neutral,0,177235430,_Zenil_,33,37,1760,0.89,2129,0,"""""",public
RT of LOS ANGELES of Its been awhile The evil returns 2 23 Os Globos w Frowning Fool VIP Backs at,unrelated,Unintentional injuries other than transport injuries,Drowning,negative,-0.842728,249531594,dawnberman,206,290,2745,0.71,1048,0,"""""",public
RT of Medicine and Society Data Watch Late of Drug Overdose Deaths,educational,Mental and behavioral disorders,Drug overdose,negative,-0.578413,3741509293,KateJ_99,44,214,1194,0.21,1105,0,"""""",public
RT of Neck just launched a keratitis C drug price war,educational,"Other communicable, maternal, neonatal, and nutritional disorders",Hepatitis,negative,-0.668197,3148988353,KeiKofmt,156,30,18952,5.2,2838,0,"""""",public
RT of Now gains 183 points But Nasdaq falls 0 3 after teach giants Google Yahoo Amazon all decline 4 or more,unrelated,Unintentional injuries other than transport injuries,Falls,negative,-0.809668,260286137,proton14,40,107,269,0.37,20249,0,"""""",public
RT of Of anyone runs into our President at the VCU game tonight ask her how you can help find the cure for Alzheim,educational,Neurological disorders,Alzheimer,positive,0.261547,112521577,mcschleg,16,47,6,0.34,8,0,"""""",public
RT of Of we alter our abortion procedures we are able to obtain intact fatal cadaver,educational,Maternal disorders,Abortion,negative,-0.375611,131565674,landnine,60,155,550,0.39,1272,0,"""""",public
RT of Or Odunsi will discuss immunotherapy of ovarian cancer tomorrow at the Regional Cancer Therapies symposium UPMC http,educational,Neoplasms,Ovarian cancer,negative,-0.737973,64859158,heatherswifty,1037,503,9769,2.062,87256,0,"""""",public
RT of ORG The depressing reality of prison life Deaths and self harm in prison rise sharply The Guardian,educational,Self-harm and interpersonal violence,Self-harm,negative,-0.908783,4827324685,ejoh519,3,60,1,0.05,8,0,"""""",public
RT of People who are against abortion make me laugh Okay so are you donna help that young mother pay to have that kid up,personal,Maternal disorders,Abortion,positive,0.80785,144030891,LovinnThaCrew,1086,805,35883,1.35,125347,0,"""""",public
RT of Professor Patrizia Bursa discusses key data surrounding keratitis View here,educational,"Other communicable, maternal, neonatal, and nutritional disorders",Hepatitis,negative,-0.30412,470947357,d_mstl,55,35,32,1.57,845,0,"""""",public
RT of Recently several food poisoning outbreaks were reported including one linked to the chain restaurant Chipotle,educational,Unintentional injuries other than transport injuries,Poisonings,neutral,0,283213774,WillijZuidema,178,308,57,0.58,7677,0,"""""",public
RT of Sac The Measles is with leading cause of child death in developing nations In the of it is 127th vaccineswork health,educational,"Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases",Measles,positive,0.3616,115694587,katie98026,216,88,40756,2.45,46607,0,"""""",public
RT of Steps the results are in you have chlamydia gonorrhoea syphilis genital herpes and genital warts CBBFinal,educational,"Other communicable, maternal, neonatal, and nutritional disorders",Syphilis,negative,-0.311591,792037651,PhoebeElvin,687,538,3530,1.28,20348,0,"""""",public
RT of Studies Reveal Cannabis is Effective Treatment for Osteoarthritis arthritis mmm,educational,Musculoskeletal disorders,Osteoarthritis,negative,-0.389461,281774122,Lowell_DE,212,148,1081,1.43,9694,0,"""""",public
RT of That divers with rib need to know cuba via America,educational,Cardiovascular and circulatory diseases,Atrial fibrillation,neutral,0,113533559,meetrobertsmith,858,254,19209,3.38,15023,0,"""""",public
RT of The Delicious Pinch and Molasses for Prevention and treatment of Iron Deficiency Anaemia,educational,Nutritional deficiencies,Iron-deficiency anemia,negative,-0.346635,1864161151,stephenbranham1,1240,2579,535,0.48,61335,0,"""""",public
RT of The Z continues vilification Asylum self harm ends after family travel ban Since when was it of to deny sick people come,educational,Self-harm and interpersonal violence,Self-harm,negative,-0.752995,57874971,Cptjohnno,2329,2358,9242,0.988,214649,0,"""""",public
RT of Update on See Pneumonia is gone but asthma and air build are keeping him in the hospital for a while more,personal,"Diarrhea, lower respiratory infections, meningitis, and other common infectious diseases",pneumonia,negative,-0.444274,297547162,eddie_wells,12,70,12,0.17,15,0,"""""",public
RT of West wishes to WWE legend Fret Part as he reveals prostate cancer fight,educational,Neoplasms,Prostate cancer,negative,-0.747333,150454182,jproject123,41,629,702,0.07,159,0,"""""",public
RT of with century prophetic noses for those afflicted with late stage syphilis,educational,"Other communicable, maternal, neonatal, and nutritional disorders",Syphilis,negative,-0.732476,2341010996,DumbAssPeopless,281,1105,2613,0.25,9590,0,"""""",public
RT of WOW 50 of multiple myeloma patients have some form of actionable mutation for which a drug exists of,educational,Neoplasms,Multiple myeloma,neutral,0,141242774,jillpra,14,67,2447,0.21,564,0,"""""",public
RT of You Hot May Guard Against Irregular Heart Late,unrelated,Cardiovascular and circulatory diseases,Atrial fibrillation,negative,-0.662808,43629625,Mololoki,247,620,3013,0.398,3504,0,"""""",public
Ruin is put on the spot by 12 year old girl,unrelated,,Drowning,negative,-0.451367,47920973,Aminuyaro,432,837,505,0.516,6096,0,"""""",public
